Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency
UDAYRAJ VERMA,Independent,2900.0,9,2909.0,0.28,Uttar Pradesh,Sultanpur
GIRISH LAL,Azad Party,2305.0,6,2311.0,0.22,Uttar Pradesh,Sultanpur
DR SHIV SHANKAR INDIAN,Most Backward Classes Of India,2085.0,5,2090.0,0.2,Uttar Pradesh,Sultanpur
JAY PRAKASH,Sardar Patel Siddhant Party,1364.0,5,1369.0,0.13,Uttar Pradesh,Sultanpur
NOTA,None of the Above,8500.0,13,8513.0,0.82,Uttar Pradesh,Sultanpur
SWAMI SACHCHIDANAND HARI SAKSHI,Bharatiya Janata Party,614832.0,1301,616133.0,47.31,Uttar Pradesh,Unnao
ANNU TANDON,Samajwadi Party,577699.0,2616,580315.0,44.56,Uttar Pradesh,Unnao
ASHOK KUMAR PANDEY,Bahujan Samaj Party,72245.0,282,72527.0,5.57,Uttar Pradesh,Unnao
SAIF KHAN,Parcham Party of India,8390.0,14,8404.0,0.65,Uttar Pradesh,Unnao
UMESH,Independent,5625.0,10,5635.0,0.43,Uttar Pradesh,Unnao
SHIV PRAKASH SINGH,Independent,4107.0,11,4118.0,0.32,Uttar Pradesh,Unnao
SAIYYAD SARFARAZ GANDHI,Independent,3018.0,5,3023.0,0.23,Uttar Pradesh,Unnao
HIMANSHU SHARMA,Bhartiya Shakti Chetna Party,2656.0,7,2663.0,0.2,Uttar Pradesh,Unnao
NOTA,None of the Above,9430.0,23,9453.0,0.73,Uttar Pradesh,Unnao
NARENDRA MODI,Bharatiya Janata Party,611439.0,1531,612970.0,54.24,Uttar Pradesh,Varanasi
AJAY RAI,Indian National Congress,459084.0,1373,460457.0,40.74,Uttar Pradesh,Varanasi
ATHER JAMAL LARI,Bahujan Samaj Party,33646.0,120,33766.0,2.99,Uttar Pradesh,Varanasi
KOLISETTY SHIVA KUMAR,Yuga Thulasi Party,5748.0,2,5750.0,0.51,Uttar Pradesh,Varanasi
GAGAN PRAKASH YADAV,Apna Dal (Kamerawadi),3619.0,15,3634.0,0.32,Uttar Pradesh,Varanasi
DINESH KUMAR YADAV,Independent,2912.0,5,2917.0,0.26,Uttar Pradesh,Varanasi
SANJAY KUMAR TIWARI,Independent,2170.0,1,2171.0,0.19,Uttar Pradesh,Varanasi
NOTA,None of the Above,8463.0,15,8478.0,0.75,Uttar Pradesh,Varanasi
AJAY TAMTA,Bharatiya Janata Party,417535.0,11632,429167.0,64.2,Uttarakhand,Almora
PRADEEP TAMTA,Indian National Congress,191642.0,3428,195070.0,29.18,Uttarakhand,Almora
NARAYAN RAM,Bahujan Samaj Party,9840.0,235,10075.0,1.51,Uttarakhand,Almora
KIRAN ARYA,Uttarakhand Parivartan Party,5528.0,250,5778.0,0.86,Uttarakhand,Almora
ARJUN PRASAD,Independent,4591.0,116,4707.0,0.7,Uttarakhand,Almora
DR PRAMOD KUMAR,Peoples Party of India (Democratic),4401.0,56,4457.0,0.67,Uttarakhand,Almora
ER JYOTI PRAKASH TAMTA,Bahujan Mukti Party,2178.0,46,2224.0,0.33,Uttarakhand,Almora
NOTA,None of the Above,16697.0,322,17019.0,2.55,Uttarakhand,Almora
ANIL BALUNI,Bharatiya Janata Party,418531.0,13628,432159.0,58.6,Uttarakhand,Garhwal
GANESH GODIYAL,Indian National Congress,262692.0,5964,268656.0,36.43,Uttarakhand,Garhwal
SONU KUMAR,Independent,4803.0,19,4822.0,0.65,Uttarakhand,Garhwal
ASHUTOSH SINGH,Uttarakhand Kranti Dal,4182.0,379,4561.0,0.62,Uttarakhand,Garhwal
DHEER SINGH,Bahujan Samaj Party,4007.0,115,4122.0,0.56,Uttarakhand,Garhwal
MUKESH PRAKASH,Independent,3064.0,15,3079.0,0.42,Uttarakhand,Garhwal
SURESHI DEVI,Peoples Party of India (Democratic),1472.0,40,1512.0,0.21,Uttarakhand,Garhwal
DEEPENDRA SINGH NEGI,Independent,1408.0,232,1640.0,0.22,Uttarakhand,Garhwal
ARJUN SINGH,Akhil Bhartiya Parivar Party,1308.0,70,1378.0,0.19,Uttarakhand,Garhwal
RESHMA PANWAR,Socialist Unity Centre Of India (COMMUNIST),1168.0,125,1293.0,0.18,Uttarakhand,Garhwal
DR MUKESH PANT,Sainik Samaj Party,1121.0,58,1179.0,0.16,Uttarakhand,Garhwal
VINOD KUMAR SHARMA,Uttarakhand Samanta Party,838.0,46,884.0,0.12,Uttarakhand,Garhwal
SHYAMLAL,Bahujan Mukti Party,743.0,28,771.0,0.1,Uttarakhand,Garhwal
NOTA,None of the Above,11224.0,151,11375.0,1.54,Uttarakhand,Garhwal
TRIVENDRA SINGH RAWAT,Bharatiya Janata Party,648498.0,5310,653808.0,50.19,Uttarakhand,Haridwar
VIRENDRA RAWAT,Indian National Congress,487406.0,2346,489752.0,37.6,Uttarakhand,Haridwar
UMESH KUMAR PATRAKAR,Independent,89958.0,1230,91188.0,7.0,Uttarakhand,Haridwar
JAMIL AHMAD,Bahujan Samaj Party,42116.0,207,42323.0,3.25,Uttarakhand,Haridwar
BALBIR SINGH BHANDARI,Uttarakhand Samanta Party,2943.0,18,2961.0,0.23,Uttarakhand,Haridwar
MOHAN SINGH ASWAL,Uttarakhand Kranti Dal,2809.0,45,2854.0,0.22,Uttarakhand,Haridwar
VIJAY KUMAR,Independent,2409.0,1,2410.0,0.19,Uttarakhand,Haridwar
PAWAN KASHYAP,Independent,2170.0,8,2178.0,0.17,Uttarakhand,Haridwar
KARAN SINGH SAINI ENGINEER,Independent,1963.0,11,1974.0,0.15,Uttarakhand,Haridwar
AKRAM HUSSAIN,Independent,1678.0,7,1685.0,0.13,Uttarakhand,Haridwar
LALIT KUMAR,Peoples Party of India (Democratic),1396.0,14,1410.0,0.11,Uttarakhand,Haridwar
SURESH PAL,Bhartiya Rashtriya Ekta Dal,1150.0,12,1162.0,0.09,Uttarakhand,Haridwar
ASHISH DHYANI,Independent,1107.0,10,1117.0,0.09,Uttarakhand,Haridwar
AVNISH KUMAR,Independent,967.0,8,975.0,0.07,Uttarakhand,Haridwar
NOTA,None of the Above,6663.0,163,6826.0,0.52,Uttarakhand,Haridwar
AJAY BHATT,Bharatiya Janata Party,766397.0,6274,772671.0,61.03,Uttarakhand,Nainital-Udhamsingh Nagar
PRAKASH JOSHI,Indian National Congress,434916.0,3207,438123.0,34.61,Uttarakhand,Nainital-Udhamsingh Nagar
AKHTAR ALI,Bahujan Samaj Party,23276.0,179,23455.0,1.85,Uttarakhand,Nainital-Udhamsingh Nagar
AKHALESH KUMAR,Akhil Bhartiya Parivar Party,4871.0,31,4902.0,0.39,Uttarakhand,Nainital-Udhamsingh Nagar
HITESH PATHAK,Independent,4287.0,28,4315.0,0.34,Uttarakhand,Nainital-Udhamsingh Nagar
RAMESH KUMAR MAX,Independent,3271.0,29,3300.0,0.26,Uttarakhand,Nainital-Udhamsingh Nagar
AMAR SINGH SAINI,Peoples Party of India (Democratic),2963.0,24,2987.0,0.24,Uttarakhand,Nainital-Udhamsingh Nagar
JEEVAN CHANDRA UPRETI,Bharat Ki Lok Jimmedar Party,2292.0,18,2310.0,0.18,Uttarakhand,Nainital-Udhamsingh Nagar
SHIB SINGH,Uttarakhand Kranti Dal,1809.0,46,1855.0,0.15,Uttarakhand,Nainital-Udhamsingh Nagar
SURENDRA SINGH,Bhartiya Shakti Chetna Party,1655.0,18,1673.0,0.13,Uttarakhand,Nainital-Udhamsingh Nagar
NOTA,None of the Above,10227.0,198,10425.0,0.82,Uttarakhand,Nainital-Udhamsingh Nagar
MALA RAJYA LAKSHMI SHAH,Bharatiya Janata Party,455949.0,6654,462603.0,53.66,Uttarakhand,Tehri Garhwal
JOT SINGH GUNSOLA,Indian National Congress,187602.0,2508,190110.0,22.05,Uttarakhand,Tehri Garhwal
BOBY PANWAR,Independent,162469.0,5612,168081.0,19.5,Uttarakhand,Tehri Garhwal
NAVNEET SINGH GOSAIN,Rashtriya Uttarakhand Party,9969.0,57,10026.0,1.16,Uttarakhand,Tehri Garhwal
NEMCHAND,Bahujan Samaj Party,6786.0,122,6908.0,0.8,Uttarakhand,Tehri Garhwal
BRIJ BHUSHAN KARANWAL,Bhartiya Rashtriya Ekta Dal,3545.0,25,3570.0,0.41,Uttarakhand,Tehri Garhwal
SARDAR KHAN PAPPU,Independent,3268.0,7,3275.0,0.38,Uttarakhand,Tehri Garhwal
VEPIN KUMAR AGGARWAL,Independent,3173.0,43,3216.0,0.37,Uttarakhand,Tehri Garhwal
RAMPAL SINGH,Peoples Party of India (Democratic),2343.0,19,2362.0,0.27,Uttarakhand,Tehri Garhwal
SUDESH TOMAR,Independent,2261.0,7,2268.0,0.26,Uttarakhand,Tehri Garhwal
PREM DUTT SEMWAL,Independent,2134.0,30,2164.0,0.25,Uttarakhand,Tehri Garhwal
NOTA,None of the Above,7304.0,154,7458.0,0.87,Uttarakhand,Tehri Garhwal
MANOJ TIGGA,Bharatiya Janata Party,691533.0,3781,695314.0,48.92,West Bengal,Alipurduars
PRAKASH CHIK BARAIK,All India Trinamool Congress,617486.0,2381,619867.0,43.61,West Bengal,Alipurduars
MILI ORAON,Revolutionary Socialist Party,39424.0,285,39709.0,2.79,West Bengal,Alipurduars
PARIMAL ORAON,Independent,12560.0,24,12584.0,0.89,West Bengal,Alipurduars
ARJUN INDWAR,Independent,11090.0,32,11122.0,0.78,West Bengal,Alipurduars
MUNIB NARJINARY,Bahujan Samaj Party,6600.0,48,6648.0,0.47,West Bengal,Alipurduars
RAHUL MARAK,Kisan Mazdoor Sangharsh Party,5679.0,16,5695.0,0.4,West Bengal,Alipurduars
CHANDAN ORAON,Socialist Unity Centre Of India (COMMUNIST),2751.0,36,2787.0,0.2,West Bengal,Alipurduars
BINAY MURMU,North Bengal People’s Party,2700.0,58,2758.0,0.19,West Bengal,Alipurduars
NRIPENDRA NARAYAN DEBKARJEE,Kamatapur People’s Party (United),2017.0,38,2055.0,0.14,West Bengal,Alipurduars
BABITA BARA,Gana Suraksha Party,1522.0,30,1552.0,0.11,West Bengal,Alipurduars
NOTA,None of the Above,21235.0,63,21298.0,1.5,West Bengal,Alipurduars
BAG MITALI,All India Trinamool Congress,710432.0,2155,712587.0,45.71,West Bengal,Arambagh
ARUP KANTI DIGAR,Bharatiya Janata Party,704124.0,2064,706188.0,45.3,West Bengal,Arambagh
BIPLAB KUMAR MOITRA,Communist Party of India (Marxist),92073.0,429,92502.0,5.93,West Bengal,Arambagh
RAGHU MALLIK,Independent,16123.0,7,16130.0,1.03,West Bengal,Arambagh
SUBIR KUMAR ROY,Bahujan Samaj Party,3807.0,24,3831.0,0.25,West Bengal,Arambagh
VASKAR MALIK,Independent,3662.0,3,3665.0,0.24,West Bengal,Arambagh
SUKANTA POREL,Socialist Unity Centre Of India (COMMUNIST),1807.0,9,1816.0,0.12,West Bengal,Arambagh
BABLU GHANTI,Independent,1610.0,19,1629.0,0.1,West Bengal,Arambagh
ABHIJIT MAJI,Independent,1600.0,6,1606.0,0.1,West Bengal,Arambagh
ALOK DOLAI,Independent,1081.0,13,1094.0,0.07,West Bengal,Arambagh
NOTA,None of the Above,17981.0,50,18031.0,1.16,West Bengal,Arambagh
SHATRUGHAN PRASAD SINHA,All India Trinamool Congress,603105.0,2540,605645.0,46.53,West Bengal,Asansol
SURENDRAJEET SINGH AHLUWALIA,Bharatiya Janata Party,544077.0,2004,546081.0,41.96,West Bengal,Asansol
JAHANARA KHAN,Communist Party of India (Marxist),105454.0,510,105964.0,8.14,West Bengal,Asansol
DIPIKA BAURI,Independent,10623.0,24,10647.0,0.82,West Bengal,Asansol
SUNNY KUMAR SAH,Bahujan Samaj Party,8546.0,29,8575.0,0.66,West Bengal,Asansol
SUJIT PAL,Independent,4749.0,11,4760.0,0.37,West Bengal,Asansol
AMARNATH CHOWDHURY,Socialist Unity Centre Of India (COMMUNIST),4330.0,28,4358.0,0.33,West Bengal,Asansol
NOTA,None of the Above,15448.0,62,15510.0,1.19,West Bengal,Asansol
PATHAN YUSUF,All India Trinamool Congress,523630.0,886,524516.0,37.88,West Bengal,Baharampur
ADHIR RANJAN CHOWDHURY,Indian National Congress,438171.0,1323,439494.0,31.74,West Bengal,Baharampur
DR. NIRMAL KUMAR SAHA,Bharatiya Janata Party,370370.0,1515,371885.0,26.86,West Bengal,Baharampur
SAMIRAN DAS,Independent,18526.0,1,18527.0,1.34,West Bengal,Baharampur
SWAPAN KUMAR MANDAL,Independent,6394.0,2,6396.0,0.46,West Bengal,Baharampur
SANTOSH BISWAS,Bahujan Samaj Party,4219.0,19,4238.0,0.31,West Bengal,Baharampur
BISWAMVOIR KALITA,Independent,3060.0,2,3062.0,0.22,West Bengal,Baharampur
SOMNATH PAUL,All India Arya Mahasabha,2250.0,,2250.0,0.16,West Bengal,Baharampur
RUNA LAILA,Social Democratic Party Of India,1569.0,2,1571.0,0.11,West Bengal,Baharampur
ABHIJIT MANDAL,Socialist Unity Centre Of India (COMMUNIST),1410.0,8,1418.0,0.1,West Bengal,Baharampur
ASHIS DAS,Independent,1106.0,4,1110.0,0.08,West Bengal,Baharampur
ADHIR SWARNAKAR,Independent,851.0,5,856.0,0.06,West Bengal,Baharampur
AJIT KUMAR MANDAL,Independent,745.0,4,749.0,0.05,West Bengal,Baharampur
MANIK KUMAR DAS,Jai Prakash Janata Dal,729.0,,729.0,0.05,West Bengal,Baharampur
AABDUSA SATTAR SEKH,Indian National Socialistic Action Forces,477.0,7,484.0,0.03,West Bengal,Baharampur
NOTA,None of the Above,7474.0,11,7485.0,0.54,West Bengal,Baharampur
SUKANTA MAJUMDAR,Bharatiya Janata Party,572925.0,2071,574996.0,46.47,West Bengal,Balurghat
BIPLAB MITRA,All India Trinamool Congress,563252.0,1358,564610.0,45.63,West Bengal,Balurghat
JOYDEV KUMAR SIDDHANTA,Revolutionary Socialist Party,54081.0,136,54217.0,4.38,West Bengal,Balurghat
HAKIM MURMU,Independent,6820.0,2,6822.0,0.55,West Bengal,Balurghat
BAKHTIAR MUJAHIT SAHANI,Independent,6391.0,2,6393.0,0.52,West Bengal,Balurghat
RANENDRA NATH MALI,Independent,5590.0,3,5593.0,0.45,West Bengal,Balurghat
ANTA HANSDA,Bahujan Samaj Party,5130.0,15,5145.0,0.42,West Bengal,Balurghat
BISWANATH MURMU,Ambedkarite Party of India,3454.0,11,3465.0,0.28,West Bengal,Balurghat
MOZAMMEL HAQUE,All India Secular Front,2261.0,7,2268.0,0.18,West Bengal,Balurghat
NAROTTAM SAHA,Independent,2095.0,11,2106.0,0.17,West Bengal,Balurghat
MD. SARWARDI,Bhumiputra United Party,1957.0,10,1967.0,0.16,West Bengal,Balurghat
BIRENDRA NATH MAHANTA,Socialist Unity Centre Of India (COMMUNIST),1380.0,7,1387.0,0.11,West Bengal,Balurghat
RUBEL SARKAR,Kamatapur People’s Party (United),898.0,4,902.0,0.07,West Bengal,Balurghat
NOTA,None of the Above,7430.0,7,7437.0,0.6,West Bengal,Balurghat
SHANTANU THAKUR,Bharatiya Janata Party,716952.0,2553,719505.0,48.19,West Bengal,Bangaon
BISWAJIT DAS S/O LATE BIJAY KRISHNA DAS,All India Trinamool Congress,643653.0,2159,645812.0,43.25,West Bengal,Bangaon
PRADIPKUMAR BISWAS,Indian National Congress,64859.0,317,65176.0,4.37,West Bengal,Bangaon
DIPAK MAJUMDAR,All India Secular Front,19199.0,17,19216.0,1.29,West Bengal,Bangaon
SUJATA BAIRAGI,Independent,9649.0,4,9653.0,0.65,West Bengal,Bangaon
JASHAJIT SARKHEL,Independent,7829.0,4,7833.0,0.52,West Bengal,Bangaon
CHANDAN MALLICK,Bahujan Samaj Party,5905.0,30,5935.0,0.4,West Bengal,Bangaon
PRANITA MANDAL,Independent,2407.0,4,2411.0,0.16,West Bengal,Bangaon
SUMITA PODDAR,Independent,2347.0,7,2354.0,0.16,West Bengal,Bangaon
BISWAJIT DAS S/O LATE BALARAM DAS,Independent,2241.0,7,2248.0,0.15,West Bengal,Bangaon
PATIT PABAN MANDAL,Socialist Unity Centre Of India (COMMUNIST),2140.0,29,2169.0,0.15,West Bengal,Bangaon
SAMARESH BISWAS,Party for Democratic Socialism,1562.0,3,1565.0,0.1,West Bengal,Bangaon
BISWAJIT DAS,Independent,1257.0,15,1272.0,0.09,West Bengal,Bangaon
KALYAN SARKAR,Independent,676.0,15,691.0,0.05,West Bengal,Bangaon
SUBRATA BISWAS,Guruchand Sena Dal,581.0,2,583.0,0.04,West Bengal,Bangaon
NOTA,None of the Above,6635.0,50,6685.0,0.45,West Bengal,Bangaon
ARUP CHAKRABORTY,All India Trinamool Congress,637465.0,4348,641813.0,44.33,West Bengal,Bankura
DR. SUBHAS SARKAR,Bharatiya Janata Party,604836.0,4199,609035.0,42.07,West Bengal,Bankura
NILANJAN DASGUPTA,Communist Party of India (Marxist),104534.0,825,105359.0,7.28,West Bengal,Bankura
SURAJIT SINGH KURMALI,Independent,18507.0,62,18569.0,1.28,West Bengal,Bankura
GOPAL MURMU,Ambedkarite Party of India,9047.0,54,9101.0,0.63,West Bengal,Bankura
DIPA BOURI,Bahujan Samaj Party,8709.0,87,8796.0,0.61,West Bengal,Bankura
MARSHAL TUDU,Independent,6682.0,35,6717.0,0.46,West Bengal,Bankura
TARA SHANKAR GOPE,Socialist Unity Centre Of India (COMMUNIST),5490.0,39,5529.0,0.38,West Bengal,Bankura
SANDIP KUMAR DEY,Independent,4610.0,12,4622.0,0.32,West Bengal,Bankura
SAMAR KUMAR BISWAS,Kisan Mazdoor Sangharsh Party,3512.0,29,3541.0,0.24,West Bengal,Bankura
JIBAN CHAKRABORTY,Independent,3483.0,23,3506.0,0.24,West Bengal,Bankura
KARTIK CHANDRA BAURI,Independent,2741.0,55,2796.0,0.19,West Bengal,Bankura
GOUR CHANDRA HEMBRAM,Independent,2064.0,17,2081.0,0.14,West Bengal,Bankura
NOTA,None of the Above,26126.0,83,26209.0,1.81,West Bengal,Bankura
KAKOLI GHOSH DASTIDAR,All India Trinamool Congress,689513.0,2497,692010.0,45.15,West Bengal,Barasat
SWAPAN MAJUMDER,Bharatiya Janata Party,576024.0,1797,577821.0,37.7,West Bengal,Barasat
TAPAS BANERJEE,All India Secular Front,121355.0,85,121440.0,7.92,West Bengal,Barasat
SANJIB CHATTERJEE,All India Forward Bloc,99456.0,544,100000.0,6.52,West Bengal,Barasat
SMRITIKANA HAOLADAR,Bahujan Samaj Party,5759.0,28,5787.0,0.38,West Bengal,Barasat
SAIFUDDIN MONDAL,Independent,3823.0,4,3827.0,0.25,West Bengal,Barasat
SWAPAN MAJUMDAR,Independent,3083.0,2,3085.0,0.2,West Bengal,Barasat
S MUKHTAR AHMED,Independent,2639.0,8,2647.0,0.17,West Bengal,Barasat
SEFALI DEY,Bharatiya Nyay-Adhikar Raksha Party,2244.0,8,2252.0,0.15,West Bengal,Barasat
SADHAN GHOSH,Socialist Unity Centre Of India (COMMUNIST),2025.0,22,2047.0,0.13,West Bengal,Barasat
BIKASH SARKAR,Mulnibasi Party of India,1928.0,1,1929.0,0.13,West Bengal,Barasat
MOHAN LAL ADHIKARY,Independent,1850.0,14,1864.0,0.12,West Bengal,Barasat
NOTA,None of the Above,17834.0,58,17892.0,1.17,West Bengal,Barasat
DR. SHARMILA SARKAR,All India Trinamool Congress,717881.0,2421,720302.0,48.11,West Bengal,Bardhaman Purba
ASIM KUMAR SARKAR,Bharatiya Janata Party,557943.0,1787,559730.0,37.38,West Bengal,Bardhaman Purba
NIRAB KHAN,Communist Party of India (Marxist),176358.0,541,176899.0,11.81,West Bengal,Bardhaman Purba
NIRMAL MAJHI,Socialist Unity Centre Of India (COMMUNIST),10964.0,12,10976.0,0.73,West Bengal,Bardhaman Purba
MUKUL BISWAS,Bahujan Samaj Party,7610.0,21,7631.0,0.51,West Bengal,Bardhaman Purba
SHARMILA SARKAR,Independent,4875.0,18,4893.0,0.33,West Bengal,Bardhaman Purba
SAJAL KUMAR DE,Communist Party of India (Marxist-Leninist) (Liberation),4163.0,19,4182.0,0.28,West Bengal,Bardhaman Purba
NOTA,None of the Above,12654.0,43,12697.0,0.85,West Bengal,Bardhaman Purba
AZAD KIRTI JHA,All India Trinamool Congress,717069.0,3598,720667.0,47.99,West Bengal,Bardhaman-Durgapur
DILIP GHOSH,Bharatiya Janata Party,579609.0,3077,582686.0,38.8,West Bengal,Bardhaman-Durgapur
SUKRITI GHOSAL,Communist Party of India (Marxist),152851.0,978,153829.0,10.24,West Bengal,Bardhaman-Durgapur
LUXMI NARAYAN KORA,Independent,7138.0,4,7142.0,0.48,West Bengal,Bardhaman-Durgapur
PRABHU NATH SAH,Bahujan Samaj Party,6822.0,34,6856.0,0.46,West Bengal,Bardhaman-Durgapur
TASBIRUL ISLAM,Socialist Unity Centre Of India (COMMUNIST),3450.0,19,3469.0,0.23,West Bengal,Bardhaman-Durgapur
REENA LEONG,Independent,3100.0,11,3111.0,0.21,West Bengal,Bardhaman-Durgapur
MIR SAKIMUDDIN,The National Road Map Party of India,2413.0,5,2418.0,0.16,West Bengal,Bardhaman-Durgapur
NOTA,None of the Above,21532.0,63,21595.0,1.44,West Bengal,Bardhaman-Durgapur
PARTHA BHOWMICK,All India Trinamool Congress,518486.0,1745,520231.0,45.56,West Bengal,Barrackpur
ARJUN SINGH,Bharatiya Janata Party,454184.0,1609,455793.0,39.92,West Bengal,Barrackpur
DEBDUT GHOSH,Communist Party of India (Marxist),109038.0,526,109564.0,9.6,West Bengal,Barrackpur
MD JAMIR HOSSAIN,All India Secular Front,18797.0,9,18806.0,1.65,West Bengal,Barrackpur
ROHIT KUMAR PATHAK,Independent,7116.0,16,7132.0,0.62,West Bengal,Barrackpur
CHAPALA RAY (MAJUMDER),Bahujan Samaj Party,3882.0,27,3909.0,0.34,West Bengal,Barrackpur
SHARMISTHA DAS,Independent,3622.0,12,3634.0,0.32,West Bengal,Barrackpur
ANJAN GOSWAMI,Bharatiya Nyay-Adhikar Raksha Party,3434.0,14,3448.0,0.3,West Bengal,Barrackpur
DHARMENDRA SINGH,Independent,2843.0,4,2847.0,0.25,West Bengal,Barrackpur
SANJAY SINGH,Independent,1670.0,6,1676.0,0.15,West Bengal,Barrackpur
DEBASISH BANERJEE,Socialist Unity Centre Of India (COMMUNIST),1422.0,12,1434.0,0.13,West Bengal,Barrackpur
KUNDAN SINGH,Independent,820.0,6,826.0,0.07,West Bengal,Barrackpur
UDAY VEER CHOUDHURY,Independent,745.0,12,757.0,0.07,West Bengal,Barrackpur
AMIT KUMAR CHOUBEY,Independent,717.0,4,721.0,0.06,West Bengal,Barrackpur
NOTA,None of the Above,11043.0,39,11082.0,0.97,West Bengal,Barrackpur
SK NURUL ISLAM,All India Trinamool Congress,801542.0,2220,803762.0,52.76,West Bengal,Basirhat
REKHA PATRA,Bharatiya Janata Party,468593.0,1622,470215.0,30.87,West Bengal,Basirhat
AKHTAR RAHAMAN BISWAS,All India Secular Front,123432.0,68,123500.0,8.11,West Bengal,Basirhat
NIRAPADA SARDAR,Communist Party of India (Marxist),77611.0,288,77899.0,5.11,West Bengal,Basirhat
MAFIJUL MOLLA,Independent,11833.0,,11833.0,0.78,West Bengal,Basirhat
PRIYAMA DAS,Independent,6606.0,14,6620.0,0.43,West Bengal,Basirhat
MIRAZ MOLLA,Independent,5902.0,,5902.0,0.39,West Bengal,Basirhat
MD ABUL KALAM MOLLA,Bahujan Samaj Party,4451.0,13,4464.0,0.29,West Bengal,Basirhat
BIDYUT GAYEN,Independent,3625.0,9,3634.0,0.24,West Bengal,Basirhat
IMRAN ALI SARDAR,Bharatheeya Jawan Kisan Party,2548.0,5,2553.0,0.17,West Bengal,Basirhat
PIYARUL ISLAM,Independent,2388.0,3,2391.0,0.16,West Bengal,Basirhat
SARAVAN SINGH,Independent,2020.0,1,2021.0,0.13,West Bengal,Basirhat
DAUD ALI GAZI,Socialist Unity Centre Of India (COMMUNIST),1163.0,4,1167.0,0.08,West Bengal,Basirhat
KINKAR KANTI ROY,Independent,1115.0,3,1118.0,0.07,West Bengal,Basirhat
BIPUL CHANDRA BISWAS,Mulnibasi Party of India,1070.0,4,1074.0,0.07,West Bengal,Basirhat
NOTA,None of the Above,5229.0,19,5248.0,0.34,West Bengal,Basirhat
SATABDI ROY,All India Trinamool Congress,714972.0,2989,717961.0,47.0,West Bengal,Birbhum
DEBTANU BHATTACHARYA,Bharatiya Janata Party,517761.0,2550,520311.0,34.06,West Bengal,Birbhum
MILTON RASHID,Indian National Congress,225572.0,688,226260.0,14.81,West Bengal,Birbhum
AMIY GHOSH,Independent,11950.0,8,11958.0,0.78,West Bengal,Birbhum
LAKSHMI HEMBROM,Ambedkarite Party of India,7677.0,10,7687.0,0.5,West Bengal,Birbhum
AYESHA KHATUN,Socialist Unity Centre Of India (COMMUNIST),6761.0,18,6779.0,0.44,West Bengal,Birbhum
RAJNATH SARKAR,Bahujan Samaj Party,5866.0,16,5882.0,0.39,West Bengal,Birbhum
SAURAV MUDI,Independent,4249.0,7,4256.0,0.28,West Bengal,Birbhum
ABDUL IMRAN,Independent,3823.0,9,3832.0,0.25,West Bengal,Birbhum
BISWAJIT MISHRA,All India Arya Mahasabha,3806.0,17,3823.0,0.25,West Bengal,Birbhum
MD. JAKIR HOSSAIN,Bharatiya National Janata Dal,2547.0,10,2557.0,0.17,West Bengal,Birbhum
DOLA SARKAR,Indian National Socialistic Action Forces,2027.0,6,2033.0,0.13,West Bengal,Birbhum
NOTA,None of the Above,14037.0,56,14093.0,0.92,West Bengal,Birbhum
KHAN SAUMITRA,Bharatiya Janata Party,677320.0,2810,680130.0,44.93,West Bengal,Bishnupur
SUJATA MONDAL,All India Trinamool Congress,671148.0,3415,674563.0,44.56,West Bengal,Bishnupur
SITAL CHANDRA KAIBARTYA,Communist Party of India (Marxist),104895.0,516,105411.0,6.96,West Bengal,Bishnupur
SADANANDA MANDAL,Socialist Unity Centre Of India (COMMUNIST),16046.0,28,16074.0,1.06,West Bengal,Bishnupur
JOYDEV DHANK,Bahujan Samaj Party,9027.0,52,9079.0,0.6,West Bengal,Bishnupur
BASUDEB SIKARI,Independent,5093.0,13,5106.0,0.34,West Bengal,Bishnupur
NARENDRANATH RAY,Independent,4360.0,17,4377.0,0.29,West Bengal,Bishnupur
NOTA,None of the Above,19062.0,70,19132.0,1.26,West Bengal,Bishnupur
ASIT KUMAR MAL,All India Trinamool Congress,851209.0,4424,855633.0,55.98,West Bengal,Bolpur
PIYA SAHA,Bharatiya Janata Party,525463.0,2917,528380.0,34.57,West Bengal,Bolpur
SHYAMALI PRADHAN,Communist Party of India (Marxist),98819.0,564,99383.0,6.5,West Bengal,Bolpur
ATUL CHANDRA BAURI,Independent,7811.0,18,7829.0,0.51,West Bengal,Bolpur
DR MANIK CHANDRA PRODHAN,Bahujan Samaj Party,7011.0,28,7039.0,0.46,West Bengal,Bolpur
SHANTA DAS,Mulnibasi Party of India,3633.0,7,3640.0,0.24,West Bengal,Bolpur
BIJOY DOLUI,Socialist Unity Centre Of India (COMMUNIST),2774.0,18,2792.0,0.18,West Bengal,Bolpur
MANTU DHIBAR,Hindustan Shakti Sena,2048.0,4,2052.0,0.13,West Bengal,Bolpur
NOTA,None of the Above,21640.0,82,21722.0,1.42,West Bengal,Bolpur
JAGADISH CHANDRA BARMA BASUNIA,All India Trinamool Congress,785747.0,2628,788375.0,48.57,West Bengal,Coochbehar
NISITH PRAMANIK,Bharatiya Janata Party,745144.0,3981,749125.0,46.16,West Bengal,Coochbehar
NITISH CHANDRA ROY,All India Forward Bloc,29992.0,275,30267.0,1.86,West Bengal,Coochbehar
PIYA ROY CHOWDHURY,Indian National Congress,10539.0,140,10679.0,0.66,West Bengal,Coochbehar
